3m,1m,otherNonCurrrentAssets,otherCurrentLiabilities,cashflowFromInvestment,cashflowFromFinancing,retainedEarnings,shortTermDebt,netIncomeFromContinuingOperations,operatingCashflow,totalCurrentLiabilities,totalShareholderEquity
0.18560956610318446,0.14431713016904468,11202000000.0,30199000000.0,-3572000000.0,-1761000000.0,19625000000.0,1371000000.0,3023000000.0,16477000000.0,68391000000.0,43549000000.0
-0.25013979031452815,-0.20219171243135292,11238000000.0,24420000000.0,-5572000000.0,-2369000000.0,16616000000.0,44000000.0,2883000000.0,8588000000.0,55324000000.0,39125000000.0
0.17837392634427585,0.045675961877868154,10907000000.0,23144000000.0,-2692000000.0,-1394000000.0,13733000000.0,31000000.0,2534000000.0,7449000000.0,50801000000.0,34995000000.0
0.17443033426838195,0.08207470255779592,9814000000.0,22873000000.0,-533000000.0,-2164000000.0,11199000000.0,53000000.0,1629000000.0,-1791000000.0,48045000000.0,31463000000.0
0.23760335878645877,0.24063892190479463,8897000000.0,23267000000.0,-1981000000.0,-2571000000.0,8636000000.0,100000000.0,1856000000.0,12358000000.0,57883000000.0,27709000000.0
0.2164872314973736,0.14971654444271065,8083000000.0,20997000000.0,-18478000000.0,14662000000.0,6779000000.0,1037000000.0,256000000.0,3777000000.0,47072000000.0,24658000000.0
-0.006869834710743761,0.020433884297520688,5437000000.0,19081000000.0,-5274000000.0,-1274000000.0,6524000000.0,23619000000.0,197000000.0,3850000000.0,40520000000.0,23214000000.0
0.09188530692354546,0.043370857490919734,5054000000.0,5454000000.0,-1350000000.0,-888000000.0,6327000000.0,21599000000.0,724000000.0,-1619000000.0,37399000000.0,21674000000.0
0.18225825809807028,0.09816368170482881,4723000000.0,4768000000.0,-3814000000.0,-568000000.0,4916000000.0,1056000000.0,752000000.0,10919000000.0,43816000000.0,19285000000.0
0.13393478009701215,0.43652963325940064,1854000000.0,301000000.0,-1855000000.0,-1381000000.0,-1990000000.0,698000000.0,1659000000.0,3147000000.0,18051000000.0,27053000000.0
0.14091510960717968,0.01103427982933658,1626000000.0,292000000.0,-1515000000.0,-1549000000.0,-3608000000.0,634000000.0,1178000000.0,2124000000.0,16371000000.0,24804000000.0
0.01762160705463156,0.06214723099726038,1587000000.0,273000000.0,-2582000000.0,-1016000000.0,-4750000000.0,1011000000.0,464000000.0,1641000000.0,14877000000.0,23017000000.0
-0.05348108889424241,0.1245057888248049,1536000000.0,264000000.0,-1047000000.0,2692000000.0,-5399000000.0,1384000000.0,2066000000.0,3019000000.0,14248000000.0,22225000000.0
0.6448800727255775,-0.0954989394186615,1436000000.0,173000000.0,-1039000000.0,4450000000.0,-5669000000.0,2406000000.0,369000000.0,2400000000.0,13302000000.0,16031000000.0
-0.6026986229058815,0.3250108815439754,1415000000.0,179000000.0,-566000000.0,123000000.0,-6000000000.0,2722000000.0,129000000.0,964000000.0,12270000000.0,9855000000.0
1.0607061068702288,0.49213740458015276,1373000000.0,184000000.0,-480000000.0,2708000000.0,-6104000000.0,2256000000.0,68000000.0,-440000000.0,11986000000.0,9173000000.0
0.2525996223077476,0.5551598020701363,1470000000.0,260000000.0,-403000000.0,-79000000.0,-6083000000.0,785000000.0,1391000000.0,1425000000.0,10667000000.0,6618000000.0
0.736745962552414,0.307427242911114,820000000.0,441000000.0,-486000000.0,118000000.0,-6188000000.0,1033000000.0,150000000.0,756000000.0,10146000000.0,6040000000.0
0.07791103553208623,0.08122259017273792,842978000.0,526758000.0,-241000000.0,2143000000.0,-6331639000.0,1791085000.0,-389262000.0,864000000.0,9588773000.0,5715393000.0
-0.20152933609661972,-0.1471092689201744,801867000.0,3717022000.0,-306000000.0,-653000000.0,-5923305000.0,1705711000.0,-667645000.0,-640000000.0,9242800000.0,4605596000.0
-0.1590745192307692,-0.07746394230769238,572000000.0,372000000.0,-365000000.0,-112000000.0,-5317832000.0,2711199000.0,1442900000.0,1235000000.0,9993000000.0,4923000000.0
0.25693998564792087,0.27401140612607167,431819000.0,2081707000.0,-560546000.0,-84282000.0,-5457315000.0,2106538000.0,254673000.0,1391040000.0,9775324000.0,4508838000.0
-0.2279632599504301,-0.13066044612917338,419254000.0,2192705000.0,-682817000.0,398622000.0,-5768831000.0,2103185000.0,-742706000.0,-129664000.0,9141362000.0,3906421000.0
0.2886559200390786,0.10434749934242649,415478000.0,2150400000.0,-728637000.0,371660000.0,-5051292000.0,1998030000.0,-784627000.0,-398376000.0,8650359000.0,4450695000.0
-0.14523847759755915,0.13797976553717684,273123000.0,130565000.0,-911642000.0,285978000.0,-4974299000.0,3300000.0,438786000.0,509545000.0,7674670000.0,4237242000.0
-0.08721782468484318,-0.028056288478452207,231849000.0,2181154000.0,-1244727000.0,2101506000.0,-4298960000.0,51282000.0,-671163000.0,-300562000.0,6468940000.0,4711480000.0
-0.0567185641989989,-0.10547274688199992,209986000.0,1859762000.0,-1112688000.0,428767000.0,-3679584000.0,43751000.0,-401427000.0,-90981000.0,6546355000.0,5105752000.0
0.29935321595400644,0.12853036291771458,224536000.0,1706428000.0,-926943000.0,1598749000.0,-3343187000.0,134657000.0,-397181000.0,-54056000.0,6245439000.0,4987719000.0
0.30235387711170403,0.178950816603491,216751000.0,84492000.0,-259406000.0,1372827000.0,-2997237000.0,130441000.0,435278000.0,-1551561000.0,5827005000.0,4752911000.0
0.07036705074803862,-0.046613041044226367,3187000000.0,14067000000.0,-330000000.0,-15252000000.0,79233000000.0,1086000000.0,9194000000.0,14090000000.0,17812000000.0,133360000000.0
-0.023927985965315868,0.024704495125248194,2352000000.0,12459000000.0,-8195000000.0,-8549000000.0,85097000000.0,1051000000.0,10394000000.0,13247000000.0,14874000000.0,138227000000.0
0.18055885648321057,0.10372457814144576,2376000000.0,10417000000.0,-4874000000.0,-5185000000.0,82343000000.0,1040000000.0,9497000000.0,12242000000.0,12717000000.0,133657000000.0
0.07823253770683825,-0.05429052569922399,2758000000.0,12245000000.0,-5173000000.0,-3207000000.0,77345000000.0,1023000000.0,11219000000.0,14040000000.0,14981000000.0,128290000000.0
0.04299350897289056,0.004620084001527358,2969000000.0,9484000000.0,-16599000000.0,-2911000000.0,68513000000.0,975000000.0,7846000000.0,9829000000.0,11944000000.0,117731000000.0
0.15338882282996424,0.11714449288765572,3238000000.0,1163000000.0,-4178000000.0,-2152000000.0,62784000000.0,565250000.0,5178000000.0,3877000000.0,11308000000.0,110447000000.0
0.3613309352517984,0.22727817745803347,2887000000.0,1082000000.0,-4109000000.0,-2022000000.0,59160000000.0,565250000.0,4902000000.0,11001000000.0,15069000000.0,105304000000.0
-0.18733252131546885,-0.016272838002436063,2673000000.0,1069000000.0,-4036000000.0,-2026000000.0,55692000000.0,277000000.0,7349000000.0,9083000000.0,15053000000.0,101054000000.0
0.15257187780772674,0.0762017070979335,2461000000.0,1001000000.0,-5050000000.0,-2019000000.0,49789000000.0,565250000.0,6091000000.0,9307000000.0,13328000000.0,93999000000.0
